L10_V006,15150
L10_V007,12450
L10_V006,15000
L10_V006,15300
L10_V006,15450
L02_V010,13766
L02_V010,13619
L02_V010,13718
L02_V010,13854
L02_V010,13891
L03_V030,17515
L03_V030,17338
L03_V030,17438
L03_V030,17641
L03_V030,17816
L03_V030,16219
L03_V030,16136
L03_V030,16165
L03_V030,16344
L03_V030,16395
L10_V007,7500
L10_V007,7445
L10_V007,7491
L10_V007,7517
L10_V007,7552
L08_V011,16157
L08_V011,15960
L08_V011,16107
L08_V011,16260
L08_V011,16388
L10_V006,15150
L10_V006,14850
L10_V006,15000
L10_V006,15300
L10_V006,15450
L09_V016,3029
L09_V016,2889
L09_V016,2945
L09_V016,3096
L09_V016,3173
L01_V003,557
L01_V003,430
L01_V003,540
L01_V003,681
L01_V003,774
L08_V001,14862
L08_V001,14647
L08_V001,14776
L08_V001,14947
L08_V001,15122
