L04_V029,4710,19
L04_V029,4417,19
L04_V029,4487,19
L04_V029,4641,19
L04_V029,4554,19
L04_V029,4417,19
L04_V029,4230,19
L04_V029,4337,19
L04_V029,4487,19
L04_V029,4554,19
L04_V029,4554,19
L04_V029,4417,19
L04_V029,4487,19
L04_V029,4641,19
L04_V029,4710,19
L04_V029,4417,19
L04_V029,4230,19
L04_V029,4337,19
L04_V029,4487,19
L04_V029,4554,19
L03_V005,7442,19
L03_V005,7298,19
L03_V005,7380,19
L03_V005,7512,19
L03_V005,7579,19
L03_V005,7579,19
L03_V005,7442,19
L03_V005,7512,19
L03_V005,7634,
L03_V005,7809,
L01_V030,1519,
L01_V030,1285,
L01_V030,1374,
L01_V030,1691,
L01_V030,1764,
L02_V002,5347,
L02_V002,5197,
L02_V002,5299,
L02_V002,5469,
L02_V002,5546,
L11_V001,14785,
L11_V001,14513,
L11_V001,14687,
L11_V001,14841,
L11_V001,14971,
L10_V007,13694,
L10_V007,13500,
L10_V007,13650,
L10_V007,13800,
L10_V007,13897,
L02_V027,1682,
L02_V027,1535,
L02_V027,1619,
L02_V027,1789,
L02_V027,1928,
L04_V030,4938,
L04_V030,4771,
L04_V030,4884,
L04_V030,4999,
L04_V030,5092,
L12_V020,6378,
L12_V020,6277,
L12_V020,6327,
L12_V020,6443,
L12_V020,6478,
L10_V005,8006,
L10_V005,7970,
L10_V005,7995,
L10_V005,8064,
L10_V005,8094,
L10_V005,7300,
L10_V005,7208,
L10_V005,7270,
L10_V005,7325,
L10_V005,7366,
L10_V001,7069,
L10_V001,6970,
L10_V001,7017,
L10_V001,7119,
L10_V001,7245,
L04_V029,4788,
L04_V029,4641,
L04_V029,4710,
L04_V029,4890,
L04_V029,4948,
L09_V011,22694,
L09_V011,22436,
L09_V011,22523,
L09_V011,22845,
L09_V011,23001,
L08_V006,7151,
L08_V006,7039,
L08_V006,7109,
L08_V006,7190,
L08_V006,7290,
L09_V006,9275,
L09_V006,9018,
L09_V006,9158,
L09_V006,9327,
L09_V006,9421,
L08_V006,8100,
L08_V006,8001,
L08_V006,8040,
L08_V006,8190,
L08_V006,8274,
L04_V023,3800,
L04_V023,3734,
L04_V023,3772,
L04_V023,3861,
L04_V023,3940,
L01_V007,12143,
L01_V007,11944,
L01_V007,12033,
L01_V007,12191,
L01_V007,12319,
L08_V006,7190,
L08_V006,7109,
L08_V006,7151,
L08_V006,7290,
L08_V006,7412,
L07_V012,6199,
L07_V012,6065,
L07_V012,6117,
L07_V012,6274,
L07_V012,6438,
L06_V016,8156,
L06_V016,7884,
L06_V016,8059,
L06_V016,8206,
L06_V016,8255,
L01_V019,3052,
L01_V019,2883,
L01_V019,2938,
L01_V019,3118,
L01_V019,3165,
L06_V030,4311,
L06_V030,4155,
L06_V030,4228,
L06_V030,4422,
L06_V030,4502,
L01_V019,444,
L01_V019,217,
L01_V019,385,
L01_V019,542,
L01_V019,571,
L06_V031,28322,
L06_V031,28138,
L06_V031,28214,
L06_V031,28389,
L06_V031,28508,
L01_V030,498,
L01_V030,325,
L01_V030,467,
L01_V030,625,
L01_V030,749,
L10_V007,345,
L10_V007,150,
L10_V007,300,
L10_V007,450,
L10_V007,472,
L02_V013,15607,
L02_V013,15434,
L02_V013,15487,
L02_V013,15747,
L02_V013,15779,
L04_V030,5092,
L04_V030,4938,
L04_V030,4999,
L04_V030,5131,
L04_V030,5165,
L01_V030,1764,
L01_V030,1519,
L01_V030,1691,
L01_V030,1834,
L01_V030,1902,
L06_V012,6816,
L06_V012,6611,
L06_V012,6641,
L06_V012,6970,
L06_V012,7131,
L04_V030,4884,
L04_V030,4616,
L04_V030,4771,
L04_V030,4938,
L04_V030,4999,
L02_V027,1789,
L02_V027,1619,
L02_V027,1682,
L02_V027,1928,
L02_V027,2103,
L06_V012,4785,
L06_V012,4607,
L06_V012,4705,
L06_V012,4849,
L06_V012,5004,
L04_V023,4249,
L04_V023,4155,
L04_V023,4200,
L04_V023,4267,
L04_V023,4338,
L06_V012,6217,
L06_V012,6089,
L06_V012,6138,
L06_V012,6246,
L06_V012,6331,
L10_V022,479,
L10_V022,352,
L10_V022,430,
L10_V022,558,
L10_V022,603,
L06_V012,6473,
L06_V012,6331,
L06_V012,6431,
L06_V012,6563,
L06_V012,6611,
L12_V020,6759,
L12_V020,6630,
L12_V020,6705,
L12_V020,6904,
L12_V020,7017,
L07_V023,4981,
L07_V023,4865,
L07_V023,4924,
L07_V023,5030,
L07_V023,5073,
L12_V009,15172,
L12_V009,15076,
L12_V009,15090,
L12_V009,15240,
L12_V009,15390,
L03_V005,7173,
L03_V005,7043,
L03_V005,7109,
L03_V005,7229,
L03_V005,7298,
L12_V020,7420,
L12_V020,7308,
L12_V020,7333,
L12_V020,7508,
L12_V020,7683,
L08_V008,2405,
L08_V008,2291,
L08_V008,2359,
L08_V008,2468,
L08_V008,2534,
L10_V001,6970,
L10_V001,6806,
L10_V001,6884,
L10_V001,7017,
L10_V001,7069,
