L09_V017,21510
L09_V017,21377
L09_V017,21390
L09_V017,21630
L09_V017,21720
L09_V017,21377
L09_V017,21200
L09_V017,21277
L09_V017,21390
L09_V017,21510
L09_V017,21390
L09_V017,21277
L09_V017,21377
L09_V017,21510
L09_V017,21630
L09_V017,19770
L09_V017,19661
L09_V017,19730
L09_V017,19868
L09_V017,19910
L09_V017,21630
L09_V017,21390
L09_V017,21510
L09_V017,21720
L09_V017,21895
L09_V017,19730
L09_V017,19615
L09_V017,19661
L09_V017,19770
L09_V017,19868
L09_V028,29954
L09_V028,29800
L09_V028,29925
L09_V028,30054
L09_V028,30179
L09_V017,19868
L09_V017,19730
L09_V017,19770
L09_V017,19910
L09_V017,20040
L09_V028,27954
L09_V028,27686
L09_V028,27811
L09_V028,28081
L09_V028,28162
L02_V016,3161
L02_V016,2903
L02_V016,3078
L02_V016,3329
L02_V016,3436
